"","Data","startTyg","startM","Al. Jerozolimskie - suma","Al. Jerozolimskie płd.","Al. Jerozolimskie płn.","Al. USA - suma","Al. USA płd.","Al. USA płn.","Banacha","Bazyliańska","Belwederska","Dworzec Wileński (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","NSR Most Gdański - suma","NSR Most Gdański ciąg pieszo-rowerowy","NSR Most Gdański ścieżka rowerowa","NSR Solec - suma","NSR Solec ciąg pieszo-rowerowy","NSR Solec ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater płd.","Świętokrzyska/Emilii Plater płn.","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena wsch.","Żwirki i Wigury/Trojdena zach."
"571",2016-02-22,2016-02-22,2016-02-01,NA,NA,NA,38,35,3,409,9,144,149,NA,NA,158,183,58,125,131,61,70,14,444,193,251,166,17,NA,NA,NA
"572",2016-02-23,2016-02-22,2016-02-01,NA,NA,NA,85,59,26,670,24,264,240,NA,NA,233,327,112,215,271,147,124,41,765,310,455,280,53,NA,NA,NA
"573",2016-02-24,2016-02-22,2016-02-01,NA,NA,NA,93,66,27,624,22,234,217,NA,NA,240,346,131,215,263,155,108,38,775,330,445,273,48,NA,NA,NA
"574",2016-02-25,2016-02-22,2016-02-01,NA,NA,NA,67,30,37,687,27,247,234,NA,NA,280,401,152,249,281,161,120,47,826,363,463,343,58,NA,NA,NA
"575",2016-02-26,2016-02-22,2016-02-01,NA,NA,NA,47,25,22,557,11,222,221,NA,NA,228,269,82,187,230,124,106,20,628,286,342,268,48,NA,NA,NA
"576",2016-02-27,2016-02-22,2016-02-01,NA,NA,NA,56,38,18,261,29,188,161,NA,NA,152,440,169,271,261,129,132,117,459,185,274,271,48,NA,NA,NA
"577",2016-02-28,2016-02-22,2016-02-01,NA,NA,NA,96,75,21,327,34,165,159,NA,NA,101,601,266,335,372,192,180,167,346,128,218,363,74,NA,NA,NA
"578",2016-02-29,2016-02-29,2016-02-01,NA,NA,NA,67,37,30,590,27,160,214,0,NA,208,254,92,162,201,108,93,15,635,273,362,251,49,NA,NA,NA
"579",2016-03-01,2016-02-29,2016-03-01,NA,NA,NA,27,19,8,415,12,115,111,0,NA,125,93,25,68,97,43,54,6,375,167,208,108,21,NA,NA,NA
"580",2016-03-02,2016-02-29,2016-03-01,NA,NA,NA,48,28,20,535,23,188,142,0,NA,203,216,64,152,178,88,90,18,603,285,318,200,45,NA,NA,NA
"581",2016-03-03,2016-02-29,2016-03-01,NA,NA,NA,113,68,45,915,37,364,272,0,NA,299,444,169,275,324,185,139,54,887,376,511,379,80,NA,NA,NA
"582",2016-03-04,2016-02-29,2016-03-01,NA,NA,NA,85,58,27,775,41,260,226,0,NA,303,347,125,222,287,180,107,30,808,370,438,330,54,NA,NA,NA
"583",2016-03-05,2016-02-29,2016-03-01,NA,NA,NA,80,51,29,372,30,202,190,0,NA,170,468,185,283,292,154,138,126,527,220,307,335,58,NA,NA,NA
"584",2016-03-06,2016-02-29,2016-03-01,NA,NA,NA,53,41,12,283,15,135,154,0,NA,142,377,130,247,186,90,96,74,395,163,232,271,42,NA,NA,NA
"585",2016-03-07,2016-03-07,2016-03-01,NA,NA,NA,159,118,41,980,45,354,304,0,NA,352,468,185,283,390,218,172,74,1036,446,590,442,69,NA,NA,NA
"586",2016-03-08,2016-03-07,2016-03-01,NA,NA,NA,105,71,34,973,41,343,300,0,NA,332,460,163,297,371,197,174,51,1054,470,584,445,67,NA,NA,NA
"587",2016-03-09,2016-03-07,2016-03-01,NA,NA,NA,133,82,51,1110,55,390,315,0,NA,411,577,216,361,447,250,197,75,1210,534,676,485,83,NA,NA,NA
"588",2016-03-10,2016-03-07,2016-03-01,NA,NA,NA,110,72,38,1022,35,374,304,0,NA,362,424,147,277,346,172,174,66,1117,476,641,458,57,NA,NA,NA
"589",2016-03-11,2016-03-07,2016-03-01,NA,NA,NA,81,54,27,739,31,268,218,160,NA,282,304,107,197,249,127,122,19,814,388,426,302,60,NA,NA,NA
"590",2016-03-12,2016-03-07,2016-03-01,NA,NA,NA,105,61,44,411,33,336,226,218,NA,204,486,207,279,373,190,183,141,602,258,344,347,67,NA,NA,NA
"591",2016-03-13,2016-03-07,2016-03-01,NA,NA,NA,253,138,115,768,41,437,326,352,NA,278,1330,503,827,865,490,375,477,900,349,551,744,80,NA,NA,NA
"592",2016-03-14,2016-03-14,2016-03-01,NA,NA,NA,117,82,35,1038,34,342,323,243,NA,342,431,135,296,360,201,159,49,1054,463,591,429,63,NA,NA,NA
"593",2016-03-15,2016-03-14,2016-03-01,NA,NA,NA,90,55,35,738,31,299,211,247,NA,274,275,86,189,220,117,103,28,821,344,477,295,39,NA,NA,NA
"594",2016-03-16,2016-03-14,2016-03-01,NA,NA,NA,148,87,61,1217,65,521,387,337,NA,465,713,267,446,562,306,256,141,1509,632,877,565,79,NA,NA,NA
"595",2016-03-17,2016-03-14,2016-03-01,NA,NA,NA,130,85,45,1274,60,548,360,354,NA,482,646,249,397,546,292,254,99,1405,581,824,556,79,NA,NA,NA
"596",2016-03-18,2016-03-14,2016-03-01,NA,NA,NA,116,67,49,984,29,348,290,259,NA,398,464,153,311,345,197,148,41,1117,499,618,407,52,NA,NA,NA
"597",2016-03-19,2016-03-14,2016-03-01,NA,NA,NA,96,62,34,391,21,182,194,253,NA,213,359,131,228,346,168,178,150,507,198,309,301,44,NA,NA,NA
"598",2016-03-20,2016-03-14,2016-03-01,NA,NA,NA,87,49,38,366,26,185,192,200,NA,182,501,202,299,320,154,166,168,502,201,301,321,45,NA,NA,NA
"599",2016-03-21,2016-03-21,2016-03-01,NA,NA,NA,116,58,58,1217,54,440,367,301,NA,425,606,222,384,436,242,194,104,1401,611,790,513,83,NA,NA,NA
"600",2016-03-22,2016-03-21,2016-03-01,NA,NA,NA,172,122,50,945,28,346,274,238,NA,344,329,105,224,273,152,121,38,1064,495,569,412,48,NA,NA,NA
"601",2016-03-23,2016-03-21,2016-03-01,NA,NA,NA,256,178,78,1343,56,579,430,350,NA,507,725,283,442,535,287,248,151,1653,704,949,673,94,NA,NA,NA
"602",2016-03-24,2016-03-21,2016-03-01,NA,NA,NA,300,190,110,1172,64,456,409,415,NA,461,730,292,438,566,301,265,135,1491,631,860,620,98,NA,NA,NA
"603",2016-03-25,2016-03-21,2016-03-01,NA,NA,NA,270,186,84,805,51,332,382,363,NA,374,598,237,361,413,202,211,116,1129,469,660,474,77,NA,NA,NA
"604",2016-03-26,2016-03-21,2016-03-01,NA,NA,NA,67,38,29,167,16,127,88,110,NA,80,210,93,117,134,49,85,19,267,102,165,158,30,NA,NA,NA
"605",2016-03-27,2016-03-21,2016-03-01,NA,NA,NA,265,148,117,395,63,376,242,226,NA,229,1080,491,589,698,374,324,319,630,231,399,552,96,NA,NA,NA
"606",2016-03-28,2016-03-28,2016-03-01,NA,NA,NA,686,374,312,1064,117,699,512,456,NA,350,2607,1079,1528,1451,819,632,936,1235,424,811,1248,201,NA,NA,NA
"607",2016-03-29,2016-03-28,2016-03-01,NA,NA,NA,249,170,79,1003,66,341,374,318,NA,367,559,195,364,441,222,219,74,1197,526,671,541,91,NA,NA,NA
"608",2016-03-30,2016-03-28,2016-03-01,NA,NA,NA,375,235,140,1508,59,642,521,444,NA,571,815,308,507,629,378,251,150,1758,778,980,722,112,NA,NA,NA
"609",2016-03-31,2016-03-28,2016-03-01,NA,NA,NA,395,253,142,1626,99,661,591,545,NA,620,1042,397,645,774,407,367,198,1928,810,1118,898,118,NA,NA,NA
"610",2016-04-01,2016-03-28,2016-04-01,NA,NA,NA,285,179,106,991,39,329,353,334,NA,386,643,238,405,474,244,230,83,1200,509,691,488,74,NA,NA,NA
"611",2016-04-02,2016-03-28,2016-04-01,NA,NA,NA,966,587,379,1748,133,1100,881,746,NA,666,3322,1507,1815,2250,1160,1090,1171,2233,847,1386,1571,250,NA,NA,NA
"612",2016-04-03,2016-03-28,2016-04-01,NA,NA,NA,1429,848,581,2483,210,1683,1083,889,NA,784,4659,1999,2660,2976,1352,1624,1804,2712,1039,1673,2368,352,NA,NA,NA
"613",2016-04-04,2016-04-04,2016-04-01,NA,NA,NA,1017,570,447,2833,198,1312,1197,1032,NA,1020,2371,923,1448,1712,803,909,567,3288,1323,1965,1904,280,NA,NA,NA
"614",2016-04-05,2016-04-04,2016-04-01,NA,NA,NA,1254,740,514,3639,242,1554,1331,1118,NA,1114,3314,1432,1882,2340,1041,1299,856,4049,1664,2385,2257,363,NA,NA,NA
"615",2016-04-06,2016-04-04,2016-04-01,NA,NA,NA,625,365,260,2561,136,1070,947,720,NA,883,1384,500,884,1123,494,629,198,2950,1312,1638,1310,194,NA,NA,NA
"616",2016-04-07,2016-04-04,2016-04-01,NA,NA,NA,870,523,347,2753,157,1245,1058,902,NA,955,2127,818,1309,1562,626,936,403,3505,1438,2067,1668,251,NA,NA,NA
"617",2016-04-08,2016-04-04,2016-04-01,NA,NA,NA,455,260,195,1822,94,750,723,628,NA,741,970,363,607,729,303,426,155,2408,1039,1369,970,137,NA,NA,NA
"618",2016-04-09,2016-04-04,2016-04-01,NA,NA,NA,469,244,225,968,85,575,449,490,NA,431,987,388,599,741,321,420,370,1390,546,844,730,115,NA,NA,NA
"619",2016-04-10,2016-04-04,2016-04-01,NA,NA,NA,351,189,162,528,55,328,328,261,NA,275,717,283,434,448,226,222,223,782,287,495,490,78,NA,NA,NA
"620",2016-04-11,2016-04-11,2016-04-01,NA,NA,NA,661,400,261,2561,118,963,856,746,NA,853,1468,523,945,1126,458,668,243,2856,1219,1637,1260,190,NA,NA,NA
"621",2016-04-12,2016-04-11,2016-04-01,NA,NA,NA,642,366,276,2106,127,872,771,677,NA,723,1407,537,870,1046,500,546,253,2565,1039,1526,1127,172,NA,NA,NA
"622",2016-04-13,2016-04-11,2016-04-01,NA,NA,NA,850,530,320,2900,166,1212,1006,829,NA,971,2071,870,1201,1581,708,873,449,3377,1373,2004,1606,251,NA,NA,NA
"623",2016-04-14,2016-04-11,2016-04-01,NA,NA,NA,741,452,289,2651,146,1057,912,837,NA,884,1554,604,950,1235,475,760,252,3054,1238,1816,1413,200,NA,NA,NA
"624",2016-04-15,2016-04-11,2016-04-01,NA,NA,NA,872,518,354,2777,164,1248,1040,920,NA,991,1987,830,1157,1557,655,902,458,3421,1498,1923,1546,240,NA,NA,NA
"625",2016-04-16,2016-04-11,2016-04-01,NA,NA,NA,1042,574,468,1901,238,1217,929,976,NA,681,3522,1569,1953,2377,1169,1208,1230,2595,1038,1557,2079,295,NA,NA,NA
"626",2016-04-17,2016-04-11,2016-04-01,NA,NA,NA,1875,1142,733,2800,262,1530,1447,1087,NA,944,5781,2522,3259,3879,1891,1988,2165,3363,1386,1977,2941,439,NA,NA,NA
"627",2016-04-18,2016-04-18,2016-04-01,NA,NA,NA,777,432,345,2818,185,1195,1072,894,NA,981,1780,707,1073,1394,580,814,325,3361,1459,1902,1554,248,NA,NA,NA
"628",2016-04-19,2016-04-18,2016-04-01,NA,NA,NA,486,296,190,2271,127,843,811,648,NA,784,1067,348,719,886,354,532,136,2580,1116,1464,1088,136,NA,NA,NA
"629",2016-04-20,2016-04-18,2016-04-01,NA,NA,NA,536,316,220,1997,82,757,711,606,NA,732,961,339,622,770,290,480,149,2504,1062,1442,1006,126,NA,NA,NA
"630",2016-04-21,2016-04-18,2016-04-01,NA,NA,NA,818,520,298,2866,120,1206,1073,969,NA,1046,2009,828,1181,1653,741,912,358,3457,1439,2018,1675,238,NA,NA,NA
"631",2016-04-22,2016-04-18,2016-04-01,NA,NA,NA,606,356,250,2217,90,910,838,818,NA,901,1234,480,754,1142,463,679,248,2823,1256,1567,1250,161,NA,NA,NA
"632",2016-04-23,2016-04-18,2016-04-01,NA,NA,NA,985,623,362,1681,120,1075,898,856,NA,697,2850,1283,1567,1948,923,1025,884,2389,914,1475,1603,255,NA,NA,NA
"633",2016-04-24,2016-04-18,2016-04-01,NA,NA,NA,635,372,263,1252,151,687,589,518,NA,451,1414,578,836,1047,453,594,491,1405,516,889,929,121,NA,NA,NA
"634",2016-04-25,2016-04-25,2016-04-01,NA,NA,NA,586,370,216,2267,158,814,746,609,NA,802,1176,429,747,839,343,496,173,2637,1133,1504,1081,171,NA,NA,NA
"635",2016-04-26,2016-04-25,2016-04-01,NA,NA,NA,916,559,357,2943,144,1228,1159,923,NA,1075,2036,850,1186,1502,632,870,418,3445,1424,2021,1644,194,NA,NA,NA
"636",2016-04-27,2016-04-25,2016-04-01,NA,NA,NA,230,148,82,1289,114,399,411,349,NA,456,428,147,281,387,174,213,39,1490,647,843,549,175,NA,NA,NA
"637",2016-04-28,2016-04-25,2016-04-01,NA,NA,NA,615,385,230,2223,135,897,768,683,NA,868,1281,518,763,1016,419,597,202,2660,1104,1556,1097,205,NA,NA,NA
"638",2016-04-29,2016-04-25,2016-04-01,NA,NA,NA,798,503,295,2572,99,1073,965,923,NA,968,1852,746,1106,1361,565,796,385,3249,1294,1955,1524,161,NA,NA,NA
"639",2016-04-30,2016-04-25,2016-04-01,NA,NA,NA,607,341,266,1038,146,576,586,640,NA,445,1492,614,878,1057,473,584,484,1412,568,844,893,226,NA,NA,NA
"640",2016-05-01,2016-04-25,2016-05-01,NA,NA,NA,1059,667,392,1523,173,1013,753,752,NA,689,3682,1556,2126,2434,1090,1344,1165,2129,793,1336,1867,181,NA,NA,NA
"641",2016-05-02,2016-05-02,2016-05-01,NA,NA,NA,1096,706,390,2034,171,926,1056,839,NA,753,3124,1491,1633,2046,1027,1019,799,2426,994,1432,1672,214,NA,NA,NA
"642",2016-05-03,2016-05-02,2016-05-01,NA,NA,NA,1397,859,538,2214,163,1288,1005,783,NA,636,4255,1766,2489,2997,1562,1435,1308,2218,822,1396,2356,260,NA,NA,NA
"643",2016-05-04,2016-05-02,2016-05-01,NA,NA,NA,798,510,288,3037,127,1164,1148,881,NA,1125,2095,836,1259,1415,634,781,273,3458,1396,2062,1806,212,NA,NA,NA
"644",2016-05-05,2016-05-02,2016-05-01,NA,NA,NA,1513,928,585,4055,143,1726,1594,1238,NA,1358,3617,1549,2068,2739,1164,1575,813,4924,2043,2881,2566,243,1483,1227,256
"645",2016-05-06,2016-05-02,2016-05-01,NA,NA,NA,1348,841,507,3845,114,1742,1514,1201,NA,1411,3244,1326,1918,2715,1051,1664,693,4962,2075,2887,2477,216,2011,1645,366
"646",2016-05-07,2016-05-02,2016-05-01,NA,NA,NA,1962,1218,744,3352,148,2007,1648,1397,NA,1401,7041,3014,4027,5080,2269,2811,1789,4518,1874,2644,3573,229,1941,1555,386
"647",2016-05-08,2016-05-02,2016-05-01,NA,NA,NA,1816,1119,697,3020,163,1650,1513,1338,NA,1044,6759,2886,3873,4233,1941,2292,1942,3372,1398,1974,3252,264,1876,1514,362
"648",2016-05-09,2016-05-09,2016-05-01,NA,NA,NA,1445,914,531,4064,160,1629,1635,1268,NA,1408,3035,1257,1778,2529,1066,1463,639,4985,2027,2958,2552,259,2144,1672,472
"649",2016-05-10,2016-05-09,2016-05-01,NA,NA,NA,1741,1094,647,4598,143,2078,1910,1483,NA,1547,4126,1773,2353,3185,1295,1890,802,5745,2364,3381,3132,224,2461,1851,610
"650",2016-05-11,2016-05-09,2016-05-01,NA,NA,NA,1268,810,458,3939,124,1645,1487,1116,NA,1331,2808,1148,1660,2327,925,1402,485,4894,2004,2890,2387,238,1990,1527,463
"651",2016-05-12,2016-05-09,2016-05-01,NA,NA,NA,1527,920,607,4426,139,1838,1665,1393,NA,1416,3105,1306,1799,2603,1069,1534,695,5385,2198,3187,2669,273,2271,1758,513
"652",2016-05-13,2016-05-09,2016-05-01,NA,NA,NA,988,622,366,3286,119,1248,1330,1076,NA,1210,1891,711,1180,1810,674,1136,322,4296,1818,2478,1923,222,1725,1296,429
"653",2016-05-14,2016-05-09,2016-05-01,NA,NA,NA,535,342,193,973,165,595,596,573,NA,521,1180,484,696,1056,452,604,304,1705,668,1037,794,300,685,507,178
"654",2016-05-15,2016-05-09,2016-05-01,NA,NA,NA,920,555,365,1519,189,983,736,627,NA,678,2699,1204,1495,2147,1063,1084,771,2127,812,1315,1382,345,1123,859,264
"655",2016-05-16,2016-05-16,2016-05-01,NA,NA,NA,591,368,223,2574,170,946,888,727,NA,819,1016,346,670,997,352,645,110,2803,1181,1622,1232,297,1286,1006,280
"656",2016-05-17,2016-05-16,2016-05-01,NA,NA,NA,489,308,181,2150,146,790,696,588,NA,747,713,242,471,778,264,514,79,2433,1008,1425,1008,255,1178,916,262
"657",2016-05-18,2016-05-16,2016-05-01,NA,NA,NA,773,514,259,2661,121,1065,962,823,NA,1034,1789,694,1095,1397,534,863,254,3443,1504,1939,1502,191,1475,1145,330
"658",2016-05-19,2016-05-16,2016-05-01,NA,NA,NA,1274,806,468,3903,136,1642,1427,1099,NA,1319,2973,1307,1666,2558,1084,1474,596,4923,2008,2915,2424,303,2306,1859,447
"659",2016-05-20,2016-05-16,2016-05-01,NA,NA,NA,1404,866,538,4063,110,1655,1601,1291,NA,1489,3307,1413,1894,2796,1105,1691,693,4988,2143,2845,2586,231,2288,1895,393
"660",2016-05-21,2016-05-16,2016-05-01,NA,NA,NA,1613,1008,605,3001,145,1702,1581,1400,NA,1063,5853,2680,3173,4745,2119,2626,1662,3853,1510,2343,3092,280,2145,1764,381
"661",2016-05-22,2016-05-16,2016-05-01,NA,NA,NA,2390,1537,853,3868,171,2175,1996,1641,NA,1228,9201,3916,5285,7302,3443,3859,2644,4592,1807,2785,4512,258,2873,2369,504
"662",2016-05-23,2016-05-23,2016-05-01,NA,NA,NA,1845,1179,666,4891,167,1906,1920,1542,NA,1735,4061,1687,2374,3383,1360,2023,854,5695,2263,3432,3130,275,3008,2370,638
"663",2016-05-24,2016-05-23,2016-05-01,NA,NA,NA,1785,1129,656,5123,151,2299,1963,1563,NA,1697,4088,1694,2394,3537,1346,2191,869,6112,2582,3530,3298,268,3157,2531,626
"664",2016-05-25,2016-05-23,2016-05-01,NA,NA,NA,1017,673,344,3772,122,1469,1538,1212,NA,1328,2169,844,1325,1926,627,1299,292,4660,1905,2755,2235,246,2344,1853,491
"665",2016-05-26,2016-05-23,2016-05-01,NA,NA,NA,2207,1370,837,2977,139,1928,1698,1488,NA,1137,7762,3173,4589,5987,2505,3482,2235,3995,1618,2377,2191,279,2560,2100,460
"666",2016-05-27,2016-05-23,2016-05-01,NA,NA,NA,876,588,288,1784,113,927,1052,892,NA,722,2150,931,1219,1516,607,909,459,2562,1134,1428,2132,230,1258,982,276
"667",2016-05-28,2016-05-23,2016-05-01,NA,NA,NA,1656,1044,612,2679,152,1439,1468,1313,NA,1025,6199,2751,3448,4707,2221,2486,1653,3582,1389,2193,2090,277,1906,1582,324
"668",2016-05-29,2016-05-23,2016-05-01,NA,NA,NA,1815,1120,695,2894,176,1668,1645,1428,NA,1054,7104,2979,4125,5266,2407,2859,1815,3666,1432,2234,2756,282,2402,1922,480
"669",2016-05-30,2016-05-30,2016-05-01,NA,NA,NA,1292,802,490,4144,167,1683,1765,1381,NA,1363,2906,1144,1762,2333,804,1529,494,5056,2118,2938,1721,265,2600,2042,558
"670",2016-05-31,2016-05-30,2016-05-01,NA,NA,NA,1071,706,365,3625,151,1398,1381,1090,NA,1268,2070,745,1325,1829,623,1206,232,4170,1761,2409,2136,310,2195,1754,441
"671",2016-06-01,2016-05-30,2016-06-01,NA,NA,NA,981,634,347,3330,200,1302,1334,1137,NA,1209,1822,658,1164,1656,596,1060,255,4198,1778,2420,1907,314,2012,1602,410
"672",2016-06-02,2016-05-30,2016-06-01,NA,NA,NA,1468,964,504,4064,250,1784,1756,1451,NA,1500,3356,1382,1974,2794,1145,1649,670,5356,2251,3105,2711,440,2680,2137,543
"673",2016-06-03,2016-05-30,2016-06-01,NA,NA,NA,1509,1017,492,4558,327,1936,1973,1597,NA,1636,3899,1588,2311,3462,1288,2174,691,5806,2447,3359,3056,472,2933,2341,592
"674",2016-06-04,2016-05-30,2016-06-01,NA,NA,NA,1696,1054,642,2740,320,1685,1507,1399,NA,1383,5079,2178,2901,4197,1701,2496,1168,4292,1769,2523,2900,444,2031,1600,431
"675",2016-06-05,2016-05-30,2016-06-01,NA,NA,NA,2367,1435,932,3896,409,2260,2025,1638,NA,1217,8790,3595,5195,6571,2780,3791,2169,4809,1897,2912,4379,624,2887,2368,519
"676",2016-06-06,2016-06-06,2016-06-01,NA,NA,NA,1338,853,485,4382,269,1685,1828,1401,NA,1435,2571,933,1638,2322,800,1522,420,5207,2168,3039,2648,400,2585,2053,532
"677",2016-06-07,2016-06-06,2016-06-01,NA,NA,NA,1764,1132,632,4729,307,2025,2002,1580,NA,1541,3643,1396,2247,3154,1157,1997,662,5818,2401,3417,3152,478,3232,2567,665
"678",2016-06-08,2016-06-06,2016-06-01,NA,NA,NA,1763,1090,673,4968,375,2096,2199,1681,NA,1725,4130,1703,2427,3442,1306,2136,791,6182,2589,3593,3324,514,3310,2694,616
"679",2016-06-09,2016-06-06,2016-06-01,NA,NA,NA,1398,901,497,3985,282,1637,1739,1361,NA,1429,2783,1080,1703,2516,891,1625,551,5005,2071,2934,2464,394,2625,2105,520
"680",2016-06-10,2016-06-06,2016-06-01,NA,NA,NA,879,557,322,3154,185,1215,1319,1067,NA,1182,1634,685,949,1657,539,1118,207,4112,1758,2354,1843,261,2103,1678,425
"681",2016-06-11,2016-06-06,2016-06-01,NA,NA,NA,1223,791,432,2364,226,1167,1331,1346,NA,1048,3821,1455,2366,3081,1352,1729,869,3191,1283,1908,2364,316,1774,1459,315
"682",2016-06-12,2016-06-06,2016-06-01,NA,NA,NA,1572,999,573,2750,274,1549,1447,1213,NA,986,5491,2271,3220,4354,1809,2545,1343,3420,1371,2049,2940,453,2182,1776,406
"683",2016-06-13,2016-06-13,2016-06-01,NA,NA,NA,1595,1066,529,4447,324,1874,1955,1487,NA,1535,3242,1364,1878,2730,996,1734,598,5410,2170,3240,2948,484,3067,2479,588
"684",2016-06-14,2016-06-13,2016-06-01,NA,NA,NA,1356,891,465,4319,315,1850,1802,1407,NA,1461,2640,1013,1627,2288,744,1544,463,5281,2225,3056,2561,397,2822,2244,578
"685",2016-06-15,2016-06-13,2016-06-01,NA,NA,NA,1395,888,507,4001,267,1646,1660,1271,NA,1490,3031,1210,1821,2514,947,1567,523,5060,2043,3017,2503,394,2721,2167,554
"686",2016-06-16,2016-06-13,2016-06-01,NA,NA,NA,1455,908,547,4248,290,1710,1853,1476,NA,1571,2969,1242,1727,2478,908,1570,519,5249,2142,3107,2754,405,2817,2257,560
"687",2016-06-17,2016-06-13,2016-06-01,NA,NA,NA,938,580,358,3067,164,1227,1291,1104,NA,1119,1658,658,1000,1578,477,1101,161,3962,1655,2307,1798,260,1944,1529,415
"688",2016-06-18,2016-06-13,2016-06-01,NA,NA,NA,1519,929,590,2890,311,1636,1573,1480,NA,1140,5175,2195,2980,4028,1637,2391,1263,3831,1567,2264,2959,410,2111,1761,350
"689",2016-06-19,2016-06-13,2016-06-01,NA,NA,NA,1991,1256,735,3715,435,1892,1927,1604,NA,1102,8614,3523,5091,5916,2448,3468,2291,4346,1608,2738,4333,605,2729,2275,454
"690",2016-06-20,2016-06-20,2016-06-01,NA,NA,NA,376,233,143,971,60,402,490,457,NA,394,460,183,277,545,203,342,58,1352,578,774,575,398,645,493,152
"691",2016-06-21,2016-06-20,2016-06-01,NA,NA,NA,1393,891,502,3824,226,1461,1644,1392,NA,1132,2568,965,1603,2390,770,1620,333,4589,1905,2684,2230,304,2512,2011,501
"692",2016-06-22,2016-06-20,2016-06-01,NA,NA,NA,1844,1165,679,5055,364,2136,2140,1655,NA,1421,4393,1675,2718,3573,1239,2334,873,6228,2547,3681,3458,311,3507,2880,627
"693",2016-06-23,2016-06-20,2016-06-01,NA,NA,NA,1759,1150,609,4704,317,2015,2134,1732,NA,1461,3785,1510,2275,3442,1120,2322,706,6062,2418,3644,3150,315,3277,2659,618
"694",2016-06-24,2016-06-20,2016-06-01,NA,NA,NA,1445,958,487,4084,297,1697,1909,1477,NA,1265,3602,1381,2221,3208,974,2234,643,5385,2234,3151,2882,256,2921,2377,544
"695",2016-06-25,2016-06-20,2016-06-01,NA,NA,NA,1052,658,394,2017,194,1027,1146,1078,NA,746,4182,1406,2776,2989,1017,1972,667,3010,1220,1790,2273,298,1536,1223,313
"696",2016-06-26,2016-06-20,2016-06-01,NA,NA,NA,854,511,343,1484,112,798,804,756,NA,460,2665,1145,1520,1996,785,1211,584,1974,809,1165,1516,425,1182,966,216
"697",2016-06-27,2016-06-27,2016-06-01,NA,NA,NA,1402,875,527,4261,269,1628,1849,1419,NA,1407,2942,1192,1750,2336,781,1555,558,5029,2056,2973,2654,369,2833,2266,567
"698",2016-06-28,2016-06-27,2016-06-01,NA,NA,NA,1526,959,567,4093,301,1731,1714,1334,NA,1406,3126,1270,1856,2748,908,1840,536,5113,2134,2979,2666,379,2811,2237,574
"699",2016-06-29,2016-06-27,2016-06-01,NA,NA,NA,1650,1073,577,4678,326,2006,2061,1590,NA,1554,3614,1476,2138,3252,1068,2184,705,5797,2389,3408,3157,389,3290,2665,625
"700",2016-06-30,2016-06-27,2016-06-01,NA,NA,NA,1313,854,459,4141,276,1671,1842,1441,NA,1381,3068,1267,1801,2733,790,1943,509,5273,2253,3020,2821,391,2974,2377,597
"701",2016-07-01,2016-06-27,2016-07-01,NA,NA,NA,1395,872,523,3604,268,1617,1835,1372,NA,1161,3406,1434,1972,2908,925,1983,653,4929,2142,2787,2696,319,2680,2163,517
"702",2016-07-02,2016-06-27,2016-07-01,NA,NA,NA,1303,832,471,2421,249,1404,1291,1222,NA,950,5058,2179,2879,3757,1543,2214,1249,3298,1278,2020,2764,371,1931,1583,348
"703",2016-07-03,2016-06-27,2016-07-01,NA,NA,NA,853,565,288,1173,175,669,760,644,NA,474,2294,961,1333,1923,866,1057,621,1844,712,1132,1293,529,1086,846,240
"704",2016-07-04,2016-07-04,2016-07-01,NA,NA,NA,1437,924,513,4160,265,1717,1795,1457,NA,1428,3234,1359,1875,2687,927,1760,580,5271,2217,3054,2795,398,2849,2280,569
"705",2016-07-05,2016-07-04,2016-07-01,NA,NA,NA,1676,1102,574,4488,304,2021,2070,1557,NA,1566,3720,1569,2151,3098,1082,2016,667,5769,2440,3329,3041,393,3316,2696,620
"706",2016-07-06,2016-07-04,2016-07-01,NA,NA,NA,655,441,214,2609,127,1030,1141,872,NA,904,1079,276,803,1112,297,815,131,3233,1382,1851,1443,406,1745,1417,328
"707",2016-07-07,2016-07-04,2016-07-01,NA,NA,NA,718,405,313,2194,123,949,938,996,NA,892,1458,421,1037,1386,482,904,211,2832,1267,1565,1328,382,1556,1261,295
"708",2016-07-08,2016-07-04,2016-07-01,NA,NA,NA,1480,854,626,3792,285,1544,1749,1576,NA,1512,1801,1415,386,3437,1169,2268,67,4787,2041,2746,2892,281,2820,2255,565
"709",2016-07-09,2016-07-04,2016-07-01,NA,NA,NA,818,460,358,1391,146,748,718,904,NA,798,3507,754,2753,2026,924,1102,23,2330,940,1390,1329,355,1210,943,267
"710",2016-07-10,2016-07-04,2016-07-01,NA,NA,NA,1623,1042,581,2601,260,1712,1421,1338,NA,980,5368,2575,2793,4337,1900,2437,1318,3682,1498,2184,3085,507,2090,1744,346
"711",2016-07-11,2016-07-11,2016-07-01,NA,NA,NA,1132,734,398,3730,239,1453,1689,1341,NA,1390,2458,1011,1447,2134,671,1463,425,5012,2162,2850,2533,399,2548,2074,474
