"Czas","Data","Godzina","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch.","Jaki_dzien"
2017-06-12 13:00:00,2017-06-12,13,49,30,19,109,8,47,52,71,72,65,28,37,57,19,38,18,171,93,78,53,34,80,25,55,"roboczy"
2017-06-12 14:00:00,2017-06-12,14,63,39,24,142,14,49,66,79,80,66,29,37,81,22,59,13,213,87,126,70,28,95,29,66,"roboczy"
2017-06-12 15:00:00,2017-06-12,15,77,42,35,213,15,111,110,124,100,114,36,78,121,26,95,29,295,137,158,170,39,173,24,149,"roboczy"
2017-06-12 16:00:00,2017-06-12,16,77,57,20,302,7,126,124,104,109,117,43,74,120,28,92,11,361,171,190,177,34,227,38,189,"roboczy"
2017-06-12 17:00:00,2017-06-12,17,81,63,18,342,11,148,129,106,97,115,32,83,123,33,90,12,425,206,219,162,34,242,46,196,"roboczy"
2017-06-12 18:00:00,2017-06-12,18,112,76,36,266,12,118,116,120,97,151,67,84,150,47,103,11,390,187,203,153,64,190,39,151,"roboczy"
2017-06-12 19:00:00,2017-06-12,19,128,85,43,211,14,90,114,104,88,211,101,110,172,69,103,25,269,123,146,145,74,193,35,158,"roboczy"
2017-06-12 20:00:00,2017-06-12,20,48,27,21,92,4,42,45,43,24,79,33,46,69,14,55,11,130,71,59,81,17,72,7,65,"roboczy"
2017-06-12 21:00:00,2017-06-12,21,55,32,23,76,10,36,42,36,41,69,28,41,70,18,52,4,118,65,53,65,31,89,11,78,"roboczy"
2017-06-12 22:00:00,2017-06-12,22,21,13,8,61,4,36,30,28,35,34,10,24,36,10,26,0,91,51,40,44,18,38,6,32,"roboczy"
2017-06-12 23:00:00,2017-06-12,23,10,10,0,21,3,11,23,18,13,14,3,11,26,17,9,1,46,29,17,20,5,28,3,25,"roboczy"
