"Data","Miejsce","Liczba_rowerow"
"2020-07-03","Świętokrzyska/Emilii Plater N",2749
"2020-07-04","Świętokrzyska/Emilii Plater N",2580
"2020-07-05","Świętokrzyska/Emilii Plater N",2504
"2020-07-06","Świętokrzyska/Emilii Plater N",2547
"2020-07-07","Świętokrzyska/Emilii Plater N",3002
"2020-07-08","Świętokrzyska/Emilii Plater N",2720
"2020-07-09","Świętokrzyska/Emilii Plater N",2870
"2020-07-10","Świętokrzyska/Emilii Plater N",2375
"2020-07-11","Świętokrzyska/Emilii Plater N",901
"2020-07-12","Świętokrzyska/Emilii Plater N",2356
"2020-07-13","Świętokrzyska/Emilii Plater N",2525
"2020-07-14","Świętokrzyska/Emilii Plater N",3674
"2020-07-15","Świętokrzyska/Emilii Plater N",3946
"2020-07-16","Świętokrzyska/Emilii Plater N",2130
"2020-07-17","Świętokrzyska/Emilii Plater N",2745
"2020-07-18","Świętokrzyska/Emilii Plater N",2442
"2020-07-19","Świętokrzyska/Emilii Plater N",2415
"2020-07-20","Świętokrzyska/Emilii Plater N",2316
"2020-07-21","Świętokrzyska/Emilii Plater N",3290
"2020-07-22","Świętokrzyska/Emilii Plater N",3500
"2020-07-23","Świętokrzyska/Emilii Plater N",3029
"2020-07-24","Świętokrzyska/Emilii Plater N",3262
"2020-07-25","Świętokrzyska/Emilii Plater N",3196
"2020-07-26","Świętokrzyska/Emilii Plater N",3311
"2020-07-27","Świętokrzyska/Emilii Plater N",2656
"2020-07-28","Świętokrzyska/Emilii Plater N",3648
"2020-07-29","Świętokrzyska/Emilii Plater N",0
"2020-07-30","Świętokrzyska/Emilii Plater N",0
"2020-07-31","Świętokrzyska/Emilii Plater N",0
"2020-08-01","Świętokrzyska/Emilii Plater N",0
"2020-08-02","Świętokrzyska/Emilii Plater N",0
"2020-08-03","Świętokrzyska/Emilii Plater N",0
"2020-08-04","Świętokrzyska/Emilii Plater N",0
"2020-08-05","Świętokrzyska/Emilii Plater N",0
"2020-08-06","Świętokrzyska/Emilii Plater N",2706
"2020-08-07","Świętokrzyska/Emilii Plater N",3253
"2020-08-08","Świętokrzyska/Emilii Plater N",2414
"2020-08-09","Świętokrzyska/Emilii Plater N",2073
"2020-08-10","Świętokrzyska/Emilii Plater N",3150
"2020-08-11","Świętokrzyska/Emilii Plater N",3334
"2020-08-12","Świętokrzyska/Emilii Plater N",3315
"2020-08-13","Świętokrzyska/Emilii Plater N",3092
"2020-08-14","Świętokrzyska/Emilii Plater N",2780
"2020-08-15","Świętokrzyska/Emilii Plater N",2422
"2020-08-16","Świętokrzyska/Emilii Plater N",2420
"2020-08-17","Świętokrzyska/Emilii Plater N",3186
"2020-08-18","Świętokrzyska/Emilii Plater N",3841
"2020-08-19","Świętokrzyska/Emilii Plater N",3714
"2020-08-20","Świętokrzyska/Emilii Plater N",3230
"2020-08-21","Świętokrzyska/Emilii Plater N",2967
"2020-08-22","Świętokrzyska/Emilii Plater N",1464
"2020-08-23","Świętokrzyska/Emilii Plater N",2743
"2020-08-24","Świętokrzyska/Emilii Plater N",3139
"2020-08-25","Świętokrzyska/Emilii Plater N",2682
"2020-08-26","Świętokrzyska/Emilii Plater N",2536
"2020-08-27","Świętokrzyska/Emilii Plater N",1311
"2020-08-28","Świętokrzyska/Emilii Plater N",2555
"2020-08-29","Świętokrzyska/Emilii Plater N",1599
"2020-08-30","Świętokrzyska/Emilii Plater N",1162
"2020-08-31","Świętokrzyska/Emilii Plater N",1723
"2020-09-01","Świętokrzyska/Emilii Plater N",1117
"2020-09-02","Świętokrzyska/Emilii Plater N",1748
"2020-09-03","Świętokrzyska/Emilii Plater N",2927
"2020-09-04","Świętokrzyska/Emilii Plater N",2282
"2020-09-05","Świętokrzyska/Emilii Plater N",1749
"2020-09-06","Świętokrzyska/Emilii Plater N",2333
"2020-09-07","Świętokrzyska/Emilii Plater N",2380
"2020-09-08","Świętokrzyska/Emilii Plater N",3121
"2020-09-09","Świętokrzyska/Emilii Plater N",3151
"2020-09-10","Świętokrzyska/Emilii Plater N",2700
"2020-09-11","Świętokrzyska/Emilii Plater N",2927
"2020-09-12","Świętokrzyska/Emilii Plater N",2928
"2020-09-13","Świętokrzyska/Emilii Plater N",2926
"2020-09-14","Świętokrzyska/Emilii Plater N",2928
"2020-05-01","Wysockiego",559
"2020-05-02","Wysockiego",1018
"2020-05-03","Wysockiego",594
"2020-05-04","Wysockiego",896
"2020-05-05","Wysockiego",12
"2020-05-06","Wysockiego",0
"2020-05-07","Wysockiego",0
"2020-05-08","Wysockiego",0
"2020-05-09","Wysockiego",0
"2020-05-10","Wysockiego",0
"2020-05-11","Wysockiego",0
"2020-05-12","Wysockiego",0
"2020-05-13","Wysockiego",54
"2020-05-14","Wysockiego",580
"2020-05-15","Wysockiego",970
"2020-05-16","Wysockiego",534
"2020-05-17","Wysockiego",1041
"2020-05-18","Wysockiego",517
"2020-05-19","Wysockiego",538
"2020-05-20","Wysockiego",897
"2020-05-21","Wysockiego",755
"2020-05-22","Wysockiego",953
"2020-05-23","Wysockiego",989
"2020-05-24","Wysockiego",876
"2020-05-25","Wysockiego",594
"2020-05-26","Wysockiego",990
"2020-05-27","Wysockiego",1102
"2020-05-28","Wysockiego",1151
"2020-05-29","Wysockiego",963
"2020-05-30","Wysockiego",314
"2020-05-31","Wysockiego",922
"2020-06-01","Wysockiego",965
"2020-06-02","Wysockiego",1126
"2020-06-03","Wysockiego",798
"2020-06-04","Wysockiego",1353
"2020-06-05","Wysockiego",495
"2020-06-06","Wysockiego",1115
"2020-06-07","Wysockiego",1288
"2020-06-08","Wysockiego",769
"2020-06-09","Wysockiego",855
"2020-06-10","Wysockiego",623
"2020-06-11","Wysockiego",1476
"2020-06-12","Wysockiego",995
"2020-06-13","Wysockiego",1003
"2020-06-14","Wysockiego",1344
"2020-06-15","Wysockiego",1255
"2020-06-16","Wysockiego",1501
"2020-06-17","Wysockiego",698
"2020-06-18","Wysockiego",915
"2020-06-19","Wysockiego",822
"2020-06-20","Wysockiego",556
"2020-06-21","Wysockiego",908
"2020-06-22","Wysockiego",315
"2020-06-23","Wysockiego",1116
"2020-06-24","Wysockiego",441
"2020-06-25","Wysockiego",1438
"2020-06-26","Wysockiego",1022
"2020-06-27","Wysockiego",1121
"2020-06-28","Wysockiego",1375
"2020-06-29","Wysockiego",549
"2020-06-30","Wysockiego",1253
"2020-07-01","Wysockiego",1533
"2020-07-02","Wysockiego",1222
"2020-07-03","Wysockiego",949
"2020-07-04","Wysockiego",1279
"2020-07-05","Wysockiego",1375
"2020-07-06","Wysockiego",752
"2020-07-07","Wysockiego",1061
"2020-07-08","Wysockiego",839
"2020-07-09","Wysockiego",1015
"2020-07-10","Wysockiego",731
"2020-07-11","Wysockiego",372
"2020-07-12","Wysockiego",1337
"2020-07-13","Wysockiego",842
"2020-07-14","Wysockiego",1185
"2020-07-15","Wysockiego",1366
"2020-07-16","Wysockiego",592
"2020-07-17","Wysockiego",931
"2020-07-18","Wysockiego",1210
"2020-07-19","Wysockiego",1268
"2020-07-20","Wysockiego",689
"2020-07-21","Wysockiego",1023
"2020-07-22","Wysockiego",1220
"2020-07-23","Wysockiego",915
"2020-07-24","Wysockiego",1142
"2020-07-25","Wysockiego",1241
"2020-07-26","Wysockiego",1314
"2020-07-27","Wysockiego",983
"2020-07-28","Wysockiego",905
"2020-07-29","Wysockiego",1135
"2020-07-30","Wysockiego",1114
"2020-07-31","Wysockiego",0
"2020-08-01","Wysockiego",0
"2020-08-02","Wysockiego",0
"2020-08-03","Wysockiego",0
"2020-08-04","Wysockiego",0
"2020-08-05","Wysockiego",0
"2020-08-06","Wysockiego",0
"2020-08-07","Wysockiego",0
"2020-08-08","Wysockiego",0
"2020-08-09","Wysockiego",0
"2020-08-10","Wysockiego",0
"2020-08-11","Wysockiego",846
"2020-08-12","Wysockiego",1103
"2020-08-13","Wysockiego",1129
"2020-08-14","Wysockiego",996
"2020-08-15","Wysockiego",1090
"2020-08-16","Wysockiego",1081
"2020-08-17","Wysockiego",1006
"2020-08-18","Wysockiego",1011
"2020-08-19","Wysockiego",984
"2020-08-20","Wysockiego",1086
"2020-08-21","Wysockiego",1040
"2020-08-22","Wysockiego",558
"2020-08-23","Wysockiego",1054
"2020-08-24","Wysockiego",1189
"2020-08-25","Wysockiego",919
"2020-08-26","Wysockiego",670
"2020-08-27","Wysockiego",272
"2020-08-28","Wysockiego",833
"2020-08-29","Wysockiego",647
"2020-08-30","Wysockiego",407
"2020-08-31","Wysockiego",439
"2020-09-01","Wysockiego",313
"2020-09-02","Wysockiego",462
"2020-09-03","Wysockiego",949
"2020-09-04","Wysockiego",660
"2020-09-05","Wysockiego",860
"2020-09-06","Wysockiego",1291
"2020-09-07","Wysockiego",835
"2020-09-08","Wysockiego",896
"2020-09-09","Wysockiego",991
"2020-09-10","Wysockiego",838
"2020-09-11","Wysockiego",909
"2020-09-12","Wysockiego",910
"2020-09-13","Wysockiego",910
"2020-09-14","Wysockiego",910
"2020-05-01","Szaserów S",318
"2020-05-02","Szaserów S",310
"2020-05-03","Szaserów S",240
"2020-05-04","Szaserów S",343
"2020-05-05","Szaserów S",6870
"2020-05-06","Szaserów S",12652
"2020-05-07","Szaserów S",12655
"2020-05-08","Szaserów S",12652
"2020-05-09","Szaserów S",12653
"2020-05-10","Szaserów S",12654
"2020-05-11","Szaserów S",12653
"2020-05-12","Szaserów S",12653
"2020-05-13","Szaserów S",12653
"2020-05-14","Szaserów S",12655
"2020-05-15","Szaserów S",12651
"2020-05-16","Szaserów S",12654
"2020-05-17","Szaserów S",12654
"2020-05-18","Szaserów S",12652
"2020-05-19","Szaserów S",9104
"2020-05-20","Szaserów S",791
"2020-05-21","Szaserów S",744
"2020-05-22","Szaserów S",803
"2020-05-23","Szaserów S",794
"2020-05-24","Szaserów S",812
"2020-05-25","Szaserów S",467
"2020-05-26","Szaserów S",816
"2020-05-27","Szaserów S",913
"2020-05-28","Szaserów S",1013
"2020-05-29","Szaserów S",816
"2020-05-30","Szaserów S",239
"2020-05-31","Szaserów S",866
"2020-06-01","Szaserów S",967
"2020-06-02","Szaserów S",1102
"2020-06-03","Szaserów S",708
"2020-06-04","Szaserów S",1098
"2020-06-05","Szaserów S",539
"2020-06-06","Szaserów S",1119
"2020-06-07","Szaserów S",1154
"2020-06-08","Szaserów S",743
"2020-06-09","Szaserów S",733
"2020-06-10","Szaserów S",550
"2020-06-11","Szaserów S",1108
"2020-06-12","Szaserów S",736
"2020-06-13","Szaserów S",682
"2020-06-14","Szaserów S",921
"2020-06-15","Szaserów S",1045
"2020-06-16","Szaserów S",1325
"2020-06-17","Szaserów S",646
"2020-06-18","Szaserów S",808
"2020-06-19","Szaserów S",807
"2020-06-20","Szaserów S",173
"2020-06-21","Szaserów S",4
"2020-06-22","Szaserów S",2
"2020-06-23","Szaserów S",0
"2020-06-24","Szaserów S",0
"2020-06-25","Szaserów S",0
"2020-06-26","Szaserów S",0
"2020-06-27","Szaserów S",0
"2020-06-28","Szaserów S",0
"2020-06-29","Szaserów S",3
"2020-06-30","Szaserów S",0
"2020-07-01","Szaserów S",0
"2020-07-02","Szaserów S",0
"2020-07-03","Szaserów S",0
"2020-07-04","Szaserów S",0
"2020-07-05","Szaserów S",0
"2020-07-06","Szaserów S",0
"2020-07-07","Szaserów S",0
"2020-07-08","Szaserów S",0
"2020-07-09","Szaserów S",0
"2020-07-10","Szaserów S",0
"2020-07-11","Szaserów S",0
"2020-07-12","Szaserów S",0
"2020-07-13","Szaserów S",0
"2020-07-14","Szaserów S",0
"2020-07-15","Szaserów S",0
"2020-07-16","Szaserów S",0
"2020-07-17","Szaserów S",0
"2020-07-18","Szaserów S",0
"2020-07-19","Szaserów S",0
"2020-07-20","Szaserów S",0
"2020-07-21","Szaserów S",0
"2020-07-22","Szaserów S",0
"2020-07-23","Szaserów S",0
"2020-07-24","Szaserów S",0
"2020-07-25","Szaserów S",0
"2020-07-26","Szaserów S",0
"2020-07-27","Szaserów S",0
"2020-07-28","Szaserów S",0
"2020-07-29","Szaserów S",0
"2020-07-30","Szaserów S",0
"2020-07-31","Szaserów S",0
"2020-08-01","Szaserów S",0
"2020-08-02","Szaserów S",0
"2020-08-03","Szaserów S",0
"2020-08-04","Szaserów S",0
"2020-08-05","Szaserów S",0
"2020-08-06","Szaserów S",0
"2020-08-07","Szaserów S",0
"2020-08-08","Szaserów S",0
"2020-08-09","Szaserów S",0
"2020-08-10","Szaserów S",0
"2020-08-11","Szaserów S",0
"2020-08-12","Szaserów S",0
"2020-08-13","Szaserów S",0
"2020-08-14","Szaserów S",0
"2020-08-15","Szaserów S",0
"2020-08-16","Szaserów S",0
"2020-08-17","Szaserów S",0
"2020-08-18","Szaserów S",0
"2020-08-19","Szaserów S",0
"2020-08-20","Szaserów S",0
"2020-08-21","Szaserów S",0
"2020-08-22","Szaserów S",0
"2020-08-23","Szaserów S",0
"2020-08-24","Szaserów S",0
"2020-08-25","Szaserów S",0
"2020-08-26","Szaserów S",0
"2020-08-27","Szaserów S",0
"2020-08-28","Szaserów S",0
"2020-08-29","Szaserów S",0
"2020-08-30","Szaserów S",0
"2020-08-31","Szaserów S",0
"2020-09-01","Szaserów S",0
"2020-09-02","Szaserów S",0
"2020-09-03","Szaserów S",0
"2020-09-04","Szaserów S",0
"2020-09-05","Szaserów S",0
"2020-09-06","Szaserów S",0
"2020-09-07","Szaserów S",0
"2020-09-08","Szaserów S",0
"2020-09-09","Szaserów S",0
"2020-09-10","Szaserów S",0
"2020-09-11","Szaserów S",0
"2020-09-12","Szaserów S",0
"2020-09-13","Szaserów S",0
"2020-09-14","Szaserów S",0
"2020-05-01","Jagiellońska",358
"2020-05-02","Jagiellońska",535
"2020-05-03","Jagiellońska",296
"2020-05-04","Jagiellońska",483
"2020-05-05","Jagiellońska",169
"2020-05-06","Jagiellońska",155
"2020-05-07","Jagiellońska",484
"2020-05-08","Jagiellońska",649
"2020-05-09","Jagiellońska",916
"2020-05-10","Jagiellońska",982
"2020-05-11","Jagiellońska",348
"2020-05-12","Jagiellońska",223
"2020-05-13","Jagiellońska",353
"2020-05-14","Jagiellońska",400
"2020-05-15","Jagiellońska",591
"2020-05-16","Jagiellońska",402
"2020-05-17","Jagiellońska",578
"2020-05-18","Jagiellońska",312
"2020-05-19","Jagiellońska",292
"2020-05-20","Jagiellońska",585
"2020-05-21","Jagiellońska",507
"2020-05-22","Jagiellońska",591
"2020-05-23","Jagiellońska",607
"2020-05-24","Jagiellońska",448
"2020-05-25","Jagiellońska",384
"2020-05-26","Jagiellońska",138
"2020-05-27","Jagiellońska",0
"2020-05-28","Jagiellońska",411
"2020-05-29","Jagiellońska",566
"2020-05-30","Jagiellońska",196
"2020-05-31","Jagiellońska",614
"2020-06-01","Jagiellońska",673
"2020-06-02","Jagiellońska",778
"2020-06-03","Jagiellońska",552
"2020-06-04","Jagiellońska",893
"2020-06-05","Jagiellońska",368
"2020-06-06","Jagiellońska",845
"2020-06-07","Jagiellońska",637
"2020-06-08","Jagiellońska",485
"2020-06-09","Jagiellońska",505
"2020-06-10","Jagiellońska",378
"2020-06-11","Jagiellońska",831
"2020-06-12","Jagiellońska",628
"2020-06-13","Jagiellońska",525
"2020-06-14","Jagiellońska",793
"2020-06-15","Jagiellońska",661
"2020-06-16","Jagiellońska",908
"2020-06-17","Jagiellońska",503
"2020-06-18","Jagiellońska",592
"2020-06-19","Jagiellońska",478
"2020-06-20","Jagiellońska",357
"2020-06-21","Jagiellońska",484
"2020-06-22","Jagiellońska",96
"2020-06-23","Jagiellońska",303
"2020-06-24","Jagiellońska",98
"2020-06-25","Jagiellońska",448
"2020-06-26","Jagiellońska",315
"2020-06-27","Jagiellońska",290
"2020-06-28","Jagiellońska",398
"2020-06-29","Jagiellońska",135
"2020-06-30","Jagiellońska",394
"2020-07-01","Jagiellońska",464
"2020-07-02","Jagiellońska",356
"2020-07-03","Jagiellońska",304
"2020-07-04","Jagiellońska",393
"2020-07-05","Jagiellońska",365
"2020-07-06","Jagiellońska",267
"2020-07-07","Jagiellońska",336
"2020-07-08","Jagiellońska",287
"2020-07-09","Jagiellońska",322
"2020-07-10","Jagiellońska",250
"2020-07-11","Jagiellońska",92
"2020-07-12","Jagiellońska",393
"2020-07-13","Jagiellońska",293
"2020-07-14","Jagiellońska",441
"2020-07-15","Jagiellońska",443
"2020-07-16","Jagiellońska",167
"2020-07-17","Jagiellońska",280
"2020-07-18","Jagiellońska",362
"2020-07-19","Jagiellońska",376
"2020-07-20","Jagiellońska",227
"2020-07-21","Jagiellońska",375
"2020-07-22","Jagiellońska",360
"2020-07-23","Jagiellońska",312
"2020-07-24","Jagiellońska",350
"2020-07-25","Jagiellońska",345
"2020-07-26","Jagiellońska",51
"2020-07-27","Jagiellońska",0
"2020-07-28","Jagiellońska",0
"2020-07-29","Jagiellońska",0
"2020-07-30","Jagiellońska",259
"2020-07-31","Jagiellońska",285
"2020-08-01","Jagiellońska",352
"2020-08-02","Jagiellońska",525
"2020-08-03","Jagiellońska",220
"2020-08-04","Jagiellońska",90
"2020-08-05","Jagiellońska",445
"2020-08-06","Jagiellońska",416
"2020-08-07","Jagiellońska",332
"2020-08-08","Jagiellońska",321
"2020-08-09","Jagiellońska",311
"2020-08-10","Jagiellońska",341
"2020-08-11","Jagiellońska",383
"2020-08-12","Jagiellońska",408
"2020-08-13","Jagiellońska",375
"2020-08-14","Jagiellońska",373
"2020-08-15","Jagiellońska",351
"2020-08-16","Jagiellońska",393
"2020-08-17","Jagiellońska",344
"2020-08-18","Jagiellońska",359
"2020-08-19","Jagiellońska",377
"2020-08-20","Jagiellońska",426
"2020-08-21","Jagiellońska",369
"2020-08-22","Jagiellońska",233
"2020-08-23","Jagiellońska",346
"2020-08-24","Jagiellońska",480
"2020-08-25","Jagiellońska",327
"2020-08-26","Jagiellońska",238
"2020-08-27","Jagiellońska",92
"2020-08-28","Jagiellońska",304
"2020-08-29","Jagiellońska",204
"2020-08-30","Jagiellońska",157
"2020-08-31","Jagiellońska",158
"2020-09-01","Jagiellońska",120
"2020-09-02","Jagiellońska",169
"2020-09-03","Jagiellońska",287
"2020-09-04","Jagiellońska",266
"2020-09-05","Jagiellońska",259
"2020-09-06","Jagiellońska",422
"2020-09-07","Jagiellońska",271
"2020-09-08","Jagiellońska",348
"2020-09-09","Jagiellońska",0
"2020-09-10","Jagiellońska",0
"2020-09-11","Jagiellońska",0
"2020-09-12","Jagiellońska",0
"2020-09-13","Jagiellońska",0
"2020-09-14","Jagiellońska",0
"2020-05-01","al. Solidarności/Dworzec Wileński",841
"2020-05-02","al. Solidarności/Dworzec Wileński",1318
"2020-05-03","al. Solidarności/Dworzec Wileński",834
"2020-05-04","al. Solidarności/Dworzec Wileński",1463
"2020-05-05","al. Solidarności/Dworzec Wileński",546
"2020-05-06","al. Solidarności/Dworzec Wileński",440
"2020-05-07","al. Solidarności/Dworzec Wileński",1517
"2020-05-08","al. Solidarności/Dworzec Wileński",1995
"2020-05-09","al. Solidarności/Dworzec Wileński",2712
"2020-05-10","al. Solidarności/Dworzec Wileński",2780
"2020-05-11","al. Solidarności/Dworzec Wileński",1204
"2020-05-12","al. Solidarności/Dworzec Wileński",850
"2020-05-13","al. Solidarności/Dworzec Wileński",1207
"2020-05-14","al. Solidarności/Dworzec Wileński",1305
"2020-05-15","al. Solidarności/Dworzec Wileński",1846
"2020-05-16","al. Solidarności/Dworzec Wileński",1211
"2020-05-17","al. Solidarności/Dworzec Wileński",2046
"2020-05-18","al. Solidarności/Dworzec Wileński",1204
"2020-05-19","al. Solidarności/Dworzec Wileński",1169
"2020-05-20","al. Solidarności/Dworzec Wileński",1801
"2020-05-21","al. Solidarności/Dworzec Wileński",1804
"2020-05-22","al. Solidarności/Dworzec Wileński",1996
"2020-05-23","al. Solidarności/Dworzec Wileński",1948
"2020-05-24","al. Solidarności/Dworzec Wileński",1617
"2020-05-25","al. Solidarności/Dworzec Wileński",1347
"2020-05-26","al. Solidarności/Dworzec Wileński",2014
"2020-05-27","al. Solidarności/Dworzec Wileński",2229
"2020-05-28","al. Solidarności/Dworzec Wileński",2211
"2020-05-29","al. Solidarności/Dworzec Wileński",2164
"2020-05-30","al. Solidarności/Dworzec Wileński",715
"2020-05-31","al. Solidarności/Dworzec Wileński",1717
"2020-06-01","al. Solidarności/Dworzec Wileński",2410
"2020-06-02","al. Solidarności/Dworzec Wileński",2692
"2020-06-03","al. Solidarności/Dworzec Wileński",1827
"2020-06-04","al. Solidarności/Dworzec Wileński",2987
"2020-06-05","al. Solidarności/Dworzec Wileński",1277
"2020-06-06","al. Solidarności/Dworzec Wileński",2524
"2020-06-07","al. Solidarności/Dworzec Wileński",2110
"2020-06-08","al. Solidarności/Dworzec Wileński",1745
"2020-06-09","al. Solidarności/Dworzec Wileński",1899
"2020-06-10","al. Solidarności/Dworzec Wileński",1331
"2020-06-11","al. Solidarności/Dworzec Wileński",2412
"2020-06-12","al. Solidarności/Dworzec Wileński",2118
"2020-06-13","al. Solidarności/Dworzec Wileński",1812
"2020-06-14","al. Solidarności/Dworzec Wileński",2287
"2020-06-15","al. Solidarności/Dworzec Wileński",2516
"2020-06-16","al. Solidarności/Dworzec Wileński",3084
"2020-06-17","al. Solidarności/Dworzec Wileński",1793
"2020-06-18","al. Solidarności/Dworzec Wileński",2062
"2020-06-19","al. Solidarności/Dworzec Wileński",1782
"2020-06-20","al. Solidarności/Dworzec Wileński",1069
"2020-06-21","al. Solidarności/Dworzec Wileński",1457
"2020-06-22","al. Solidarności/Dworzec Wileński",859
"2020-06-23","al. Solidarności/Dworzec Wileński",2044
"2020-06-24","al. Solidarności/Dworzec Wileński",786
"2020-06-25","al. Solidarności/Dworzec Wileński",2948
"2020-06-26","al. Solidarności/Dworzec Wileński",2253
"2020-06-27","al. Solidarności/Dworzec Wileński",1424
"2020-06-28","al. Solidarności/Dworzec Wileński",508
"2020-06-29","al. Solidarności/Dworzec Wileński",0
"2020-06-30","al. Solidarności/Dworzec Wileński",0
"2020-07-01","al. Solidarności/Dworzec Wileński",0
"2020-07-02","al. Solidarności/Dworzec Wileński",0
